HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.query,Input.page1_url,Input.page2_url,Input.page3_url,Input.page4_url,Input.page5_url,Input.page6_url,Input.page7_url,Input.page8_url,Answer.choice1,Answer.choice2,Answer.choice3,Answer.choice4,Answer.choose1reason,Answer.choose2reason,Answer.choose3reason,Approve,Reject
3GVPRXWRPI2DHJCV462NRJLRNR07IV,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:20 PDT 2017,6,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:40:59 PDT 2017,,,3B4YI393VB4QGFXDNNZEFWJUKJ6SST,A3LN4KALC95O1E,Approved,Tue Apr 11 23:48:57 PDT 2017,Tue Apr 11 23:55:40 PDT 2017,Fri Apr 14 23:55:40 PDT 2017,Thu Apr 13 09:05:56 PDT 2017,Thu Apr 13 08:46:11 PDT 2017,,403,51% (140/277),51% (140/277),0% (0/0),ginger,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ michael jackson photo.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ ginger.html,Result 1,Result 4,Result 5,Result 8,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD|THIS IS LOOKING GOOD,,
3GVPRXWRPI2DHJCV462NRJLRNR07IV,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:20 PDT 2017,6,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:40:59 PDT 2017,,,3E1QT0TDFRHJ3HF84DZVU3D6ZL3I8L,AQ07VGUPLAGEU,Rejected,Fri Apr 07 22:01:08 PDT 2017,Fri Apr 07 22:01:15 PDT 2017,Mon Apr 10 22:01:15 PDT 2017,,Sat Apr 08 12:44:25 PDT 2017,(result 2) one of your selection is not about the specified query shown at the beginning of the survey,7,61% (65/107),61% (65/107),0% (0/0),ginger,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ michael jackson photo.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ ginger.html,Result 2,Result 3,Result 6,Result 8,{},{},|,,
3GVPRXWRPI2DHJCV462NRJLRNR07IV,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:20 PDT 2017,6,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:40:59 PDT 2017,,,3YHH42UU5DN3BTIBUCJTT4ZGXVK0L1,A1NOGLT98NGXYM,Approved,Mon Apr 10 15:00:22 PDT 2017,Mon Apr 10 15:08:29 PDT 2017,Thu Apr 13 15:08:29 PDT 2017,Thu Apr 13 09:05:56 PDT 2017,,,487,100% (1/1),100% (1/1),0% (0/0),ginger,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ michael jackson photo.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ ginger.html,Result 1,Result 3,Result 6,Result 8,This is still not what I would call the most relevent but right result has nothing to do with ginger at all,Again left result at least somewhat relevent while right result is not relevant at all.,Right result gives good information on ginger this time while left result gives vague reference to ginger.|Left result is just for films while right result gives more reference to the word ginger directly.,,
3H4IKZHALCQUY5F9HTW4SO3Y95YNN1,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:10 PDT 2017,5,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:40:57 PDT 2017,,,3VP0C6EFSI4IVMMBWD0P2IOWA5S6MA,A3LN4KALC95O1E,Rejected,Tue Apr 11 23:56:53 PDT 2017,Wed Apr 12 00:04:25 PDT 2017,Sat Apr 15 00:04:25 PDT 2017,,Thu Apr 13 08:45:43 PDT 2017,one of your selection is not about the specified query shown at the beginning of the survey,452,51% (140/277),51% (140/277),0% (0/0),new year card design,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ iraq war.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ new year card design.html,Result 1,Result 4,Result 6,Result 7,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD|THIS IS LOOKING GOOD,,
3H4IKZHALCQUY5F9HTW4SO3Y95YNN1,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:10 PDT 2017,5,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:40:57 PDT 2017,,,3XCC1ODXDNJ22KINGUA4UMZXGP5QR9,A8RF9Z5DN42OK,Approved,Sun Apr 09 13:46:42 PDT 2017,Sun Apr 09 13:49:49 PDT 2017,Wed Apr 12 13:49:49 PDT 2017,Mon Apr 10 13:19:17 PDT 2017,,,187,100% (1/1),100% (1/1),0% (0/0),new year card design,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ iraq war.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ new year card design.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ new year card design.html,Result 2,Result 4,Result 5,Result 8,The first things in the search on the right were more relevant I feel.,I feel the left is giving me information that I did not ask for.,"I feel the left is giving me more what I asked for.|I feel like the left is almost trying to sell me something, rather then help me find what I am looking for.",,
3H781YYV6UQOZC7GLQFXB0FHKVJTEJ,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:25 PDT 2017,7,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Fri Apr 28 08:49:15 PDT 2017,,,354GIDR5ZDEQEXTP5JXAVK7SUTA00L,AQ07VGUPLAGEU,Approved,Fri Apr 07 21:36:19 PDT 2017,Fri Apr 07 21:36:26 PDT 2017,Mon Apr 10 21:36:26 PDT 2017,Sat Apr 08 12:44:48 PDT 2017,,,7,61% (65/107),61% (65/107),0% (0/0),ride unicycle,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ run faster.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ ride unicycle.html,Result 2,Result 3,Result 6,Result 7,{},{},|,,
3H781YYV6UQOZC7GLQFXB0FHKVJTEJ,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:25 PDT 2017,7,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Fri Apr 28 08:49:15 PDT 2017,,,3HL8HNGX479Z7VWS8XZOR2VP34Q9FH,A109DH65MXHL0Q,Rejected,Tue Apr 11 05:40:27 PDT 2017,Tue Apr 11 05:41:17 PDT 2017,Fri Apr 14 05:41:17 PDT 2017,,Thu Apr 13 09:06:10 PDT 2017,one of your selection is not about the specified query,50,0% (0/6),0% (0/6),0% (0/0),ride unicycle,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ run faster.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ ride unicycle.html,None good,None good,None good,None good,No  results found,No  results found,No  results found|No  results found,,
3H781YYV6UQOZC7GLQFXB0FHKVJTEJ,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:25 PDT 2017,7,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Fri Apr 28 08:49:15 PDT 2017,,,3KRVW3HTZPTNIKK83Q3S3NKOSQ7MSM,A27HLORD3DYNOP,Rejected,Mon Apr 10 02:04:59 PDT 2017,Mon Apr 10 02:05:56 PDT 2017,Thu Apr 13 02:05:56 PDT 2017,,Mon Apr 10 13:19:27 PDT 2017,one of your selection is not about the specified query,57,0% (0/1),0% (0/1),0% (0/0),ride unicycle,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ run faster.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ ride unicycle.html,None good,None good,None good,None good,{},{},|,,
3H781YYV6UQOZC7GLQFXB0FHKVJTEJ,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:25 PDT 2017,7,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Fri Apr 28 08:49:15 PDT 2017,,,3P4MQ7TPPZKSI7Z91FROZIZUC7ZBBB,A3LN4KALC95O1E,Rejected,Tue Apr 11 23:54:31 PDT 2017,Tue Apr 11 23:56:48 PDT 2017,Fri Apr 14 23:56:48 PDT 2017,,Thu Apr 13 08:49:14 PDT 2017,one of your selection is not about the specified query shown at the beginning of the survey,137,51% (140/277),51% (140/277),0% (0/0),ride unicycle,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ run faster.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ ride unicycle.html,Result 1,Result 4,Result 5,Result 8,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD|THIS IS LOOKING GOOD,,
3HA5ODM5KB04MNGNRGZH1Z7HI78SVZ,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:10 PDT 2017,5,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:03 PDT 2017,,,358010RM5G1E4O0GBSA6PRKTY8WXVH,ALO2Z22M17QPV,Approved,Sat Apr 15 19:13:32 PDT 2017,Sat Apr 15 19:18:40 PDT 2017,Tue Apr 18 19:18:40 PDT 2017,Sun Apr 16 15:22:10 PDT 2017,,,308,100% (1/1),100% (1/1),0% (0/0),world news,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ world news.html,Result 1,equally good,Result 6,Result 8,"The Left option actually talks about news, while the one on the right is talking about Socrates.",Both give good results for world news,The right results pertain more to world news than the left.|The right gives some specific sights regarding world news.,,
3HA5ODM5KB04MNGNRGZH1Z7HI78SVZ,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:10 PDT 2017,5,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:03 PDT 2017,,,3IFS6Q0HJKR1M1UHIB50BUD7BL4ISR,A3LN4KALC95O1E,Approved,Tue Apr 11 23:47:18 PDT 2017,Tue Apr 11 23:53:50 PDT 2017,Fri Apr 14 23:53:50 PDT 2017,Thu Apr 13 09:05:58 PDT 2017,Thu Apr 13 08:46:29 PDT 2017,,392,51% (140/277),51% (140/277),0% (0/0),world news,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ world news.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ world news.html,Result 1,Result 4,Result 5,Result 8,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD|THIS IS LOOKING GOOD,,
3HA5ODM5KB04MNGNRGZH1Z7HI78VS2,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:21 PDT 2017,8,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:09 PDT 2017,,,35H6S234SC8KNF154EJ3LGDAOA065I,A3LN4KALC95O1E,Rejected,Tue Apr 11 23:02:58 PDT 2017,Tue Apr 11 23:11:40 PDT 2017,Fri Apr 14 23:11:40 PDT 2017,,Thu Apr 13 08:47:31 PDT 2017,one of your selection is not about the specified query shown at the beginning of the survey,522,51% (140/277),51% (140/277),0% (0/0),Socrates,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ iraq war.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Socrates.html,Result 1,Result 4,Result 5,Result 8,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD|THIS IS LOOKING GOOD,,
3HA5ODM5KB04MNGNRGZH1Z7HI78VS2,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:21 PDT 2017,8,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:09 PDT 2017,,,36AHBNMV1TKHACQ4P3WE2JLV032YDX,A3FJUGGZM3SBB7,Approved,Wed Apr 12 15:20:35 PDT 2017,Wed Apr 12 15:28:28 PDT 2017,Sat Apr 15 15:28:28 PDT 2017,Thu Apr 13 09:06:02 PDT 2017,,,473,100% (1/1),100% (1/1),0% (0/0),Socrates,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ iraq war.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Socrates.html,Result 2,Result 3,equally good,equally good,Images are provided that let one know the results are relevant. There is also a link to a Wikipedia entry.,"""Socrates"" is actually listed. The result on the right is completely irrelevant.","Both results provide relevant information under ""Philosophy."" |Both provide relevant information under ""Philosophy."" The results on the right may be a tad better due to the images, but I do not believe this to be enough.",,
3HA5ODM5KB04MNGNRGZH1Z7HI78VS2,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:21 PDT 2017,8,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:09 PDT 2017,,,36TFCYNS46I9MN5W63T2AQTKQJBHXH,A1K8Z5YH3F15MY,Rejected,Mon Apr 10 02:29:42 PDT 2017,Mon Apr 10 02:33:22 PDT 2017,Thu Apr 13 02:33:22 PDT 2017,,Mon Apr 10 13:19:21 PDT 2017,(result 4) one of your selection is not about the specified query shown at the beginning of the survey,220,0% (0/1),0% (0/1),0% (0/0),Socrates,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ iraq war.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Socrates.html,equally good,Result 4,equally good,equally good,{},{},|,,
